"YEAR","STATE","ew","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
"2004","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","A",288.001525
"2004","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","B",3731.7881
"2004","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","C",278.43854
"2004","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","D",109.86313
"2004","Oregon","eastside","Na0210290","fdw","Na0210290_fdw","E",5238.069435
"2004","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","A",24420.082975
"2004","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","B",148527.39033
"2004","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","C",26556.63174
"2004","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","D",615.58936
"2004","Oregon","eastside","Na0210290","fwo","Na0210290_fwo","E",16189.244025
"2004","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","A",275.7698
"2004","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","B",532.41363
"2004","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","C",242.41055
"2004","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","D",31.58009
"2004","Oregon","eastside","Na0210350","fvg","Na0210350_fvg","E",878.46025
"2004","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","A",61421.718285
"2004","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","B",1117481.5002
"2004","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","C",187400.924355
"2004","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","D",5995.32441
"2004","Oregon","eastside","Na0710270","fdd","Na0710270_fdd","E",30968.50375
"2004","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","A",1217.39023
"2004","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","B",2729.23144
"2004","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","C",326.47586
"2004","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","D",780.828845
"2004","Oregon","eastside","Na0710412","fmc","Na0710412_fmc","E",11585.44513
"2004","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","A",22612.67881
"2004","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","B",216949.658425
"2004","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","C",14697.863155
"2004","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","D",30047.34366
"2004","Oregon","eastside","Na0710412","fmh","Na0710412_fmh","E",377625.153235
"2004","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","A",4982.09279
"2004","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","B",13708.205405
"2004","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","C",1795.839625
"2004","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","D",3466.69326
"2004","Oregon","eastside","Na0710412","fmi","Na0710412_fmi","E",24605.560405
"2004","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","A",4104.07733
"2004","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","B",63544.03377
"2004","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","C",5707.767675
"2004","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","D",2049.814715
"2004","Oregon","eastside","R1RFWF","fcw","R1RFWF_fcw","E",73879.17421
"2004","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","A",52.262825
"2004","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","B",1604.579925
"2004","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","C",106.527205
"2004","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","D",66.051315
"2004","Oregon","eastside","R1RFWF","frm","R1RFWF_frm","E",1973.08844
"2004","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","A",11761.804365
"2004","Oregon","eastside","RaABAMlw","fsi","RaABAMlw_fsi","B",50150.294895
