"strataID","BpS","SCLASS","YEAR","ew","MAP_ZONE","PVT","BpS_Code","sclass","AREA_TOTAL","AREA_STRATA","avg","low","high","departure"
"2009_Na0210290_fdw","Na0210290","A",2009,"eastside","OSW","fdw","Na0210290_fdw","A",1066.16163,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-2715.90459803249
"2009_Na0210290_fdw","Na0210290","A",2009,"westside","OCR","fdw","Na0210290_fdw","A",2819.746205,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-962.320023032493
"2009_Na0210290_fdw","Na0210290","A",2009,"westside","OWC","fdw","Na0210290_fdw","A",467.251895,50778.783165,4701.09172236796,3782.06622803249,5620.11716592464,-3314.81433303249
"2009_Na0210290_fdw","Na0210290","B",2009,"eastside","OSW","fdw","Na0210290_fdw","B",3818.56922723411,50778.783165,554.968531797495,240.547931360876,869.389132234113,2949.180095
"2009_Na0210290_fdw","Na0210290","B",2009,"westside","OCR","fdw","Na0210290_fdw","B",12401.9042522341,50778.783165,554.968531797495,240.547931360876,869.389132234113,11532.51512
"2009_Na0210290_fdw","Na0210290","B",2009,"westside","OWC","fdw","Na0210290_fdw","B",869.389132234113,50778.783165,554.968531797495,240.547931360876,869.389132234113,0
"2009_Na0210290_fdw","Na0210290","C",2009,"eastside","OSW","fdw","Na0210290_fdw","C",758.764662765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-8748.02754382285
"2009_Na0210290_fdw","Na0210290","C",2009,"westside","OCR","fdw","Na0210290_fdw","C",3432.84214276589,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-6073.95006382285
"2009_Na0210290_fdw","Na0210290","C",2009,"westside","OWC","fdw","Na0210290_fdw","C",379.358792765887,50778.783165,10754.8040429754,9506.79220658874,12002.8168441589,-9127.43341382285
"2009_Na0210290_fdw","Na0210290","D",2009,"eastside","OSW","fdw","Na0210290_fdw","D",-288.073251530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31702.2540167559
"2009_Na0210290_fdw","Na0210290","D",2009,"westside","OCR","fdw","Na0210290_fdw","D",3454.38980846973,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-27959.7909567559
"2009_Na0210290_fdw","Na0210290","D",2009,"westside","OWC","fdw","Na0210290_fdw","D",-253.602026530274,50778.783165,32966.619480513,31414.1807652257,34519.0581958003,-31667.7827917559
"2009_Na0210290_fdw","Na0210290","E",2009,"eastside","OSW","fdw","Na0210290_fdw","E",2866.52088153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,492.727427058911
"2009_Na0210290_fdw","Na0210290","E",2009,"westside","OCR","fdw","Na0210290_fdw","E",17756.7557115303,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,15382.9622570589
"2009_Na0210290_fdw","Na0210290","E",2009,"westside","OWC","fdw","Na0210290_fdw","E",1228.80410153027,50778.783165,1801.2988287796,1228.80410153027,2373.79345447136,0
