"Order","Donate","Receive","Primary","Secondary","ActiveOnly","ActivePassive","PassiveOnly","BpS","REST_ACRES","strataID"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",1570.21331254595,"2011_eastside_Na0210290_fdw"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",4597.87505690343,"2011_eastside_Na0210290_fdw"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",1193.119099188,"2011_eastside_Na0210290_fdw"
6,"B","A","Regen / high fire","None",1,0,0,"Na0210290",372.411295948098,"2011_eastside_Na0210290_fdw"
1,"B","C","Thin / low fire","None",1,0,0,"Na0210290",17375.1243794266,"2011_eastside_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210290",5717.00967898047,"2011_eastside_Na0210290_fwo"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210290",127485.552906571,"2011_eastside_Na0210290_fwo"
2,"E","D","Thin / low fire","None",1,0,0,"Na0210350",86.4054763858188,"2011_eastside_Na0210350_fvg"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0210350",332.843165724337,"2011_eastside_Na0210350_fvg"
11,"C","D","Grow w/ fire","None",0,0,1,"Na0210350",62.1493669914539,"2011_eastside_Na0210350_fvg"
19,"A","D","Grow w/ fire","Grow w/ fire",0,0,1,"Na0210350",201.369064335011,"2011_eastside_Na0210350_fvg"
1,"B","C","Thin / low fire","None",1,0,0,"Na0710270",80201.8925474206,"2011_eastside_Na0710270_fdd"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na0710270",549998.216133274,"2011_eastside_Na0710270_fdd"
6,"B","A","Regen / high fire","None",1,0,0,"Na0710270",48781.5163973104,"2011_eastside_Na0710270_fdd"
13,"B","E","Grow w/o fire","None",0,0,1,"Na0710270",249617.430792819,"2011_eastside_Na0710270_fdd"
4,"E","A","Regen / high fire","None",1,0,0,"Na0710412",1083.79616062766,"2011_eastside_Na0710412_fmc"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",1993.8228959816,"2011_eastside_Na0710412_fmc"
16,"E","B","Regen / high fire","Grow w/o fire",0,1,0,"Na0710412",448.162063249438,"2011_eastside_Na0710412_fmc"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",75192.8939429371,"2011_eastside_Na0710412_fmh"
5,"D","C","Overstory removal","None",1,0,0,"Na0710412",10973.4477824093,"2011_eastside_Na0710412_fmh"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",44196.6710069963,"2011_eastside_Na0710412_fmh"
7,"B","C","Thin / low fire","None",1,0,0,"Na0710412",38902.5244919431,"2011_eastside_Na0710412_fmh"
1,"B","A","Regen / high fire","None",1,0,0,"Na0710412",575.938840553274,"2011_eastside_Na0710412_fmi"
5,"D","C","Overstory removal","None",1,0,0,"Na0710412",532.712266563318,"2011_eastside_Na0710412_fmi"
6,"E","C","Overstory removal","None",1,0,0,"Na0710412",355.094410458772,"2011_eastside_Na0710412_fmi"
7,"B","C","Thin / low fire","None",1,0,0,"Na0710412",2529.15521896462,"2011_eastside_Na0710412_fmi"
3,"B","D","Thin / low fire","Grow w/ fire",0,1,0,"Na1010471",50560.8576612447,"2011_eastside_Na1010471_frn"
6,"B","A","Regen / high fire","None",1,0,0,"Na1010471",47456.1361723192,"2011_eastside_Na1010471_frn"
13,"B","E","Grow w/o fire","None",0,0,1,"Na1010471",111498.688079892,"2011_eastside_Na1010471_frn"
20,"C","E","Grow w/o fire","Grow w/o fire",0,0,1,"Na1010471",99476.2893397742,"2011_eastside_Na1010471_frn"
1,"B","C","Thin / low fire","None",1,0,0,"R1RFWF",5474.37276262136,"2011_eastside_R1RFWF_fcw"
2,"E","D","Thin / low fire","None",1,0,0,"R1RFWF",19154.0084616877,"2011_eastside_R1RFWF_fcw"
6,"B","A","Regen / high fire","None",1,0,0,"R1RFWF",18087.7610021137,"2011_eastside_R1RFWF_fcw"
1,"B","C","Thin / low fire","None",1,0,0,"R1RFWF",172.604094220064,"2011_eastside_R1RFWF_frm"
