"YEAR","ew","MAP_ZONE","BpS","PVT","BpS_Code","sclass","AREA_TOTAL"
2004,"westside","WCR","RaABAMlw","fwc","RaABAMlw_fwc","D",311.79779
2004,"westside","WCR","RaABAMlw","fwc","RaABAMlw_fwc","E",6062.93249
2004,"westside","WCR","RaABAMup","fst","RaABAMup_fst","A",18261.520635
2004,"westside","WCR","RaABAMup","fst","RaABAMup_fst","B",164051.8957
2004,"westside","WCR","RaABAMup","fst","RaABAMup_fst","C",6981.201445
2004,"westside","WCR","RaABAMup","fst","RaABAMup_fst","D",6213.049115
2004,"westside","WCR","RaABAMup","fst","RaABAMup_fst","E",84280.810755
2004,"westside","WCR","RaABLA","faf","RaABLA_faf","A",1453.351325
2004,"westside","WCR","RaABLA","faf","RaABLA_faf","B",13691.08099
2004,"westside","WCR","RaABLA","faf","RaABLA_faf","C",1431.33422
2004,"westside","WCR","RaABLA","faf","RaABLA_faf","D",298.676485
2004,"westside","WCR","RaABLA","faf","RaABLA_faf","E",10498.37837
2004,"westside","WCR","RaDFHEdy","fdg","RaDFHEdy_fdg","A",52476.76899
2004,"westside","WCR","RaDFHEdy","fdg","RaDFHEdy_fdg","B",205748.73425
2004,"westside","WCR","RaDFHEdy","fdg","RaDFHEdy_fdg","C",24005.76109
2004,"westside","WCR","RaDFHEdy","fdg","RaDFHEdy_fdg","D",8647.60718
2004,"westside","WCR","RaDFHEdy","fdg","RaDFHEdy_fdg","E",100686.889905
2004,"westside","WCR","RaDFHEdy","fwi","RaDFHEdy_fwi","A",105649.856725
2004,"westside","WCR","RaDFHEdy","fwi","RaDFHEdy_fwi","B",407722.758165
2004,"westside","WCR","RaDFHEdy","fwi","RaDFHEdy_fwi","C",45755.99209
2004,"westside","WCR","RaDFHEdy","fwi","RaDFHEdy_fwi","D",16342.02939
2004,"westside","WCR","RaDFHEdy","fwi","RaDFHEdy_fwi","E",211754.066435
2004,"westside","WCR","RaDFHEwt","fwm","RaDFHEwt_fwm","A",10576.439015
2004,"westside","WCR","RaDFHEwt","fwm","RaDFHEwt_fwm","B",35442.20157
2004,"westside","WCR","RaDFHEwt","fwm","RaDFHEwt_fwm","C",7794.94475
2004,"westside","WCR","RaDFHEwt","fwm","RaDFHEwt_fwm","D",1267.873895
2004,"westside","WCR","RaDFHEwt","fwm","RaDFHEwt_fwm","E",22519.050515
2004,"westside","WCR","RaDFHEwt","fwn","RaDFHEwt_fwn","A",71681.689215
2004,"westside","WCR","RaDFHEwt","fwn","RaDFHEwt_fwn","B",317735.958895
2004,"westside","WCR","RaDFHEwt","fwn","RaDFHEwt_fwn","C",22006.87483
2004,"westside","WCR","RaDFHEwt","fwn","RaDFHEwt_fwn","D",15933.26738
2004,"westside","WCR","RaDFHEwt","fwn","RaDFHEwt_fwn","E",95107.444145
2004,"westside","WCR","RaDFHEwt","fww","RaDFHEwt_fww","A",10990.538505
2004,"westside","WCR","RaDFHEwt","fww","RaDFHEwt_fww","B",44985.61581
2004,"westside","WCR","RaDFHEwt","fww","RaDFHEwt_fww","C",3653.06027
2004,"westside","WCR","RaDFHEwt","fww","RaDFHEwt_fww","D",2310.461655
2004,"westside","WCR","RaDFHEwt","fww","RaDFHEwt_fww","E",15916.81015
2004,"westside","WCR","RaSAWD","fal","RaSAWD_fal","A",3141.99656
2004,"westside","WCR","RaSAWD","fal","RaSAWD_fal","B",40300.865135
2004,"westside","WCR","RaSAWD","fal","RaSAWD_fal","C",2861.33407
2004,"westside","WCR","RaSAWD","fal","RaSAWD_fal","D",928.054335
2004,"westside","WCR","RaSAWD","fal","RaSAWD_fal","E",58401.81658
2004,"westside","WCR","RaSSHE","fss","RaSSHE_fss","A",8159.22776
2004,"westside","WCR","RaSSHE","fss","RaSSHE_fss","B",69836.03311
2004,"westside","WCR","RaSSHE","fss","RaSSHE_fss","C",1602.57837
2004,"westside","WCR","RaSSHE","fss","RaSSHE_fss","D",4419.43344
2004,"westside","WCR","RaSSHE","fss","RaSSHE_fss","E",14222.827435
2004,"westside","WNC","Na0710411","fmt","Na0710411_fmt","A",25827.398535
2004,"westside","WNC","Na0710411","fmt","Na0710411_fmt","B",119948.74325
2004,"westside","WNC","Na0710411","fmt","Na0710411_fmt","C",23083.71142
2004,"westside","WNC","Na0710411","fmt","Na0710411_fmt","D",2669.18479
2004,"westside","WNC","Na0710411","fmt","Na0710411_fmt","E",78469.8518
2004,"westside","WNC","Na0710412","fmc","Na0710412_fmc","A",10890.23836
2004,"westside","WNC","Na0710412","fmc","Na0710412_fmc","B",59613.86933
2004,"westside","WNC","Na0710412","fmc","Na0710412_fmc","C",9324.799955
2004,"westside","WNC","Na0710412","fmc","Na0710412_fmc","D",1226.953215
2004,"westside","WNC","Na0710412","fmc","Na0710412_fmc","E",41574.298905
2004,"westside","WNC","Na0710412","fmi","Na0710412_fmi","A",134.993765
2004,"westside","WNC","Na0710412","fmi","Na0710412_fmi","B",575.11347
2004,"westside","WNC","Na0710412","fmi","Na0710412_fmi","C",124.318805
2004,"westside","WNC","Na0710412","fmi","Na0710412_fmi","D",29.133745
2004,"westside","WNC","Na0710412","fmi","Na0710412_fmi","E",743.24409
2004,"westside","WNC","RaABAMlw","fsi","RaABAMlw_fsi","A",13174.6798
2004,"westside","WNC","RaABAMlw","fsi","RaABAMlw_fsi","B",67693.47968
2004,"westside","WNC","RaABAMlw","fsi","RaABAMlw_fsi","C",11438.21964
2004,"westside","WNC","RaABAMlw","fsi","RaABAMlw_fsi","D",1292.782135
2004,"westside","WNC","RaABAMlw","fsi","RaABAMlw_fsi","E",43068.57091
2004,"westside","WNC","RaABAMlw","fwc","RaABAMlw_fwc","A",5264.53444
2004,"westside","WNC","RaABAMlw","fwc","RaABAMlw_fwc","B",13170.009505
2004,"westside","WNC","RaABAMlw","fwc","RaABAMlw_fwc","C",2545.53317
2004,"westside","WNC","RaABAMlw","fwc","RaABAMlw_fwc","D",480.150805
2004,"westside","WNC","RaABAMlw","fwc","RaABAMlw_fwc","E",10564.20729
2004,"westside","WNC","RaABAMup","fst","RaABAMup_fst","A",45639.234715
2004,"westside","WNC","RaABAMup","fst","RaABAMup_fst","B",214733.49225
2004,"westside","WNC","RaABAMup","fst","RaABAMup_fst","C",42743.87421
2004,"westside","WNC","RaABAMup","fst","RaABAMup_fst","D",4270.206395
2004,"westside","WNC","RaABAMup","fst","RaABAMup_fst","E",130280.102975
2004,"westside","WNC","RaABLA","faf","RaABLA_faf","A",8560.42834
2004,"westside","WNC","RaABLA","faf","RaABLA_faf","B",23660.60405
2004,"westside","WNC","RaABLA","faf","RaABLA_faf","C",3584.340215
2004,"westside","WNC","RaABLA","faf","RaABLA_faf","D",694.76198
2004,"westside","WNC","RaABLA","faf","RaABLA_faf","E",16984.083755
2004,"westside","WNC","RaDFHEdy","fdg","RaDFHEdy_fdg","A",12732.780935
2004,"westside","WNC","RaDFHEdy","fdg","RaDFHEdy_fdg","B",57519.79801
2004,"westside","WNC","RaDFHEdy","fdg","RaDFHEdy_fdg","C",12036.239795
2004,"westside","WNC","RaDFHEdy","fdg","RaDFHEdy_fdg","D",1178.915895
2004,"westside","WNC","RaDFHEdy","fdg","RaDFHEdy_fdg","E",35311.210915
2004,"westside","WNC","RaDFHEdy","fwi","RaDFHEdy_fwi","A",10957.84644
2004,"westside","WNC","RaDFHEdy","fwi","RaDFHEdy_fwi","B",50685.59966
2004,"westside","WNC","RaDFHEdy","fwi","RaDFHEdy_fwi","C",13528.73264
2004,"westside","WNC","RaDFHEdy","fwi","RaDFHEdy_fwi","D",1458.46641
2004,"westside","WNC","RaDFHEdy","fwi","RaDFHEdy_fwi","E",36900.890375
2004,"westside","WNC","RaDFHEwt","fwm","RaDFHEwt_fwm","A",24902.680125
2004,"westside","WNC","RaDFHEwt","fwm","RaDFHEwt_fwm","B",109972.770735
2004,"westside","WNC","RaDFHEwt","fwm","RaDFHEwt_fwm","C",25127.52147
2004,"westside","WNC","RaDFHEwt","fwm","RaDFHEwt_fwm","D",2208.159955
2004,"westside","WNC","RaDFHEwt","fwm","RaDFHEwt_fwm","E",66543.69753
2004,"westside","WNC","RaDFHEwt","fww","RaDFHEwt_fww","A",8650.053525
2004,"westside","WNC","RaDFHEwt","fww","RaDFHEwt_fww","B",35286.96986
2004,"westside","WNC","RaDFHEwt","fww","RaDFHEwt_fww","C",8027.792315
2004,"westside","WNC","RaDFHEwt","fww","RaDFHEwt_fww","D",806.40427
2004,"westside","WNC","RaDFHEwt","fww","RaDFHEwt_fww","E",21730.882635
2004,"westside","WNC","RaSAWD","fal","RaSAWD_fal","A",23661.49363
2004,"westside","WNC","RaSAWD","fal","RaSAWD_fal","B",111491.0614
2004,"westside","WNC","RaSAWD","fal","RaSAWD_fal","C",18819.95448
2004,"westside","WNC","RaSAWD","fal","RaSAWD_fal","D",2346.71204
2004,"westside","WNC","RaSAWD","fal","RaSAWD_fal","E",72356.65804
2004,"westside","WWC","Na0710411","fmt","Na0710411_fmt","A",896.474245
2004,"westside","WWC","Na0710411","fmt","Na0710411_fmt","B",1422.216025
2004,"westside","WWC","Na0710411","fmt","Na0710411_fmt","C",584.89885
2004,"westside","WWC","Na0710411","fmt","Na0710411_fmt","D",51.59564
2004,"westside","WWC","Na0710411","fmt","Na0710411_fmt","E",640.719995
2004,"westside","WWC","Na0710412","fmc","Na0710412_fmc","A",45365.46647
2004,"westside","WWC","Na0710412","fmc","Na0710412_fmc","B",126748.470375
2004,"westside","WWC","Na0710412","fmc","Na0710412_fmc","C",36579.08481
2004,"westside","WWC","Na0710412","fmc","Na0710412_fmc","D",2902.69954
2004,"westside","WWC","Na0710412","fmc","Na0710412_fmc","E",38440.308565
2004,"westside","WWC","Na0710412","fmi","Na0710412_fmi","A",3536.97008
2004,"westside","WWC","Na0710412","fmi","Na0710412_fmi","B",6092.28863
2004,"westside","WWC","Na0710412","fmi","Na0710412_fmi","C",3492.49108
2004,"westside","WWC","Na0710412","fmi","Na0710412_fmi","D",305.12594
2004,"westside","WWC","Na0710412","fmi","Na0710412_fmi","E",4935.612235
2004,"westside","WWC","RaABAMlw","fsi","RaABAMlw_fsi","A",101904.94732
2004,"westside","WWC","RaABAMlw","fsi","RaABAMlw_fsi","B",277600.778035
2004,"westside","WWC","RaABAMlw","fsi","RaABAMlw_fsi","C",71842.4808
2004,"westside","WWC","RaABAMlw","fsi","RaABAMlw_fsi","D",10255.52303
2004,"westside","WWC","RaABAMlw","fsi","RaABAMlw_fsi","E",104522.98126
2004,"westside","WWC","RaABAMlw","fwc","RaABAMlw_fwc","A",31924.80225
2004,"westside","WWC","RaABAMlw","fwc","RaABAMlw_fwc","B",83677.00833
2004,"westside","WWC","RaABAMlw","fwc","RaABAMlw_fwc","C",21205.36325
2004,"westside","WWC","RaABAMlw","fwc","RaABAMlw_fwc","D",3564.99185
2004,"westside","WWC","RaABAMlw","fwc","RaABAMlw_fwc","E",32103.830225
2004,"westside","WWC","RaABAMup","fst","RaABAMup_fst","A",40861.300535
2004,"westside","WWC","RaABAMup","fst","RaABAMup_fst","B",100483.84327
2004,"westside","WWC","RaABAMup","fst","RaABAMup_fst","C",30037.55828
2004,"westside","WWC","RaABAMup","fst","RaABAMup_fst","D",4882.682225
2004,"westside","WWC","RaABAMup","fst","RaABAMup_fst","E",47633.228285
2004,"westside","WWC","RaABLA","faf","RaABLA_faf","A",763.482035
2004,"westside","WWC","RaABLA","faf","RaABLA_faf","B",3000.10855
2004,"westside","WWC","RaABLA","faf","RaABLA_faf","C",682.975045
2004,"westside","WWC","RaABLA","faf","RaABLA_faf","D",32.91446
2004,"westside","WWC","RaABLA","faf","RaABLA_faf","E",1304.346675
2004,"westside","WWC","RaDFHEdy","fdg","RaDFHEdy_fdg","A",54076.67862
2004,"westside","WWC","RaDFHEdy","fdg","RaDFHEdy_fdg","B",167292.858035
2004,"westside","WWC","RaDFHEdy","fdg","RaDFHEdy_fdg","C",49227.13325
2004,"westside","WWC","RaDFHEdy","fdg","RaDFHEdy_fdg","D",7087.28386
2004,"westside","WWC","RaDFHEdy","fdg","RaDFHEdy_fdg","E",124194.2638
2004,"westside","WWC","RaDFHEdy","fwi","RaDFHEdy_fwi","A",146730.43873
2004,"westside","WWC","RaDFHEdy","fwi","RaDFHEdy_fwi","B",438108.587015
2004,"westside","WWC","RaDFHEdy","fwi","RaDFHEdy_fwi","C",122691.31839
2004,"westside","WWC","RaDFHEdy","fwi","RaDFHEdy_fwi","D",18008.21273
2004,"westside","WWC","RaDFHEdy","fwi","RaDFHEdy_fwi","E",236840.00004
2004,"westside","WWC","RaDFHEwt","fwm","RaDFHEwt_fwm","A",99124.12024
2004,"westside","WWC","RaDFHEwt","fwm","RaDFHEwt_fwm","B",263219.60536
2004,"westside","WWC","RaDFHEwt","fwm","RaDFHEwt_fwm","C",73778.874065
2004,"westside","WWC","RaDFHEwt","fwm","RaDFHEwt_fwm","D",13533.402935
2004,"westside","WWC","RaDFHEwt","fwm","RaDFHEwt_fwm","E",131320.911575
2004,"westside","WWC","RaDFHEwt","fwn","RaDFHEwt_fwn","A",15194.693585
2004,"westside","WWC","RaDFHEwt","fwn","RaDFHEwt_fwn","B",60940.6779
2004,"westside","WWC","RaDFHEwt","fwn","RaDFHEwt_fwn","C",9564.76416
2004,"westside","WWC","RaDFHEwt","fwn","RaDFHEwt_fwn","D",1211.60796
2004,"westside","WWC","RaDFHEwt","fwn","RaDFHEwt_fwn","E",20156.770825
2004,"westside","WWC","RaDFHEwt","fww","RaDFHEwt_fww","A",20308.22182
2004,"westside","WWC","RaDFHEwt","fww","RaDFHEwt_fww","B",49719.96057
2004,"westside","WWC","RaDFHEwt","fww","RaDFHEwt_fww","C",12913.365675
2004,"westside","WWC","RaDFHEwt","fww","RaDFHEwt_fww","D",2893.581345
2004,"westside","WWC","RaDFHEwt","fww","RaDFHEwt_fww","E",21858.982155
2004,"westside","WWC","RaSAWD","fal","RaSAWD_fal","A",11907.0283
2004,"westside","WWC","RaSAWD","fal","RaSAWD_fal","B",30738.54732
2004,"westside","WWC","RaSAWD","fal","RaSAWD_fal","C",9939.72213
2004,"westside","WWC","RaSAWD","fal","RaSAWD_fal","D",612.03104
2004,"westside","WWC","RaSAWD","fal","RaSAWD_fal","E",12014.445085
2004,"westside","WWC","RaSSHE","fss","RaSSHE_fss","A",95.852245
2004,"westside","WWC","RaSSHE","fss","RaSSHE_fss","B",229.734035
2004,"westside","WWC","RaSSHE","fss","RaSSHE_fss","C",51.59564
2004,"westside","WWC","RaSSHE","fss","RaSSHE_fss","D",3.335925
2004,"westside","WWC","RaSSHE","fss","RaSSHE_fss","E",52.48522
2005,"eastside","OBM","RaMCONdy","fdd","RaMCONdy_fdd","A",76924.873735
2005,"eastside","OBM","RaMCONdy","fdd","RaMCONdy_fdd","B",174623.442025
2005,"eastside","OBM","RaMCONdy","fdd","RaMCONdy_fdd","C",182560.05239
2005,"eastside","OBM","RaMCONdy","fdd","RaMCONdy_fdd","D",18036.012105
2005,"eastside","OBM","RaMCONdy","fdd","RaMCONdy_fdd","E",80705.143945
2005,"eastside","OBM","RaMCONdy","fdg","RaMCONdy_fdg","A",64974.47841
2005,"eastside","OBM","RaMCONdy","fdg","RaMCONdy_fdg","B",175964.70627
2005,"eastside","OBM","RaMCONdy","fdg","RaMCONdy_fdg","C",154261.400615
2005,"eastside","OBM","RaMCONdy","fdg","RaMCONdy_fdg","D",11237.841745
2005,"eastside","OBM","RaMCONdy","fdg","RaMCONdy_fdg","E",65145.944955
2005,"eastside","OBM","RaMCONms","fcm","RaMCONms_fcm","A",93261.120855
2005,"eastside","OBM","RaMCONms","fcm","RaMCONms_fcm","B",184288.283935
2005,"eastside","OBM","RaMCONms","fcm","RaMCONms_fcm","C",246871.571305
2005,"eastside","OBM","RaMCONms","fcm","RaMCONms_fcm","D",21827.402065
2005,"eastside","OBM","RaMCONms","fcm","RaMCONms_fcm","E",100186.056365
2005,"eastside","OBM","RaPIPOm","fdp","RaPIPOm_fdp","A",58001.50558
2005,"eastside","OBM","RaPIPOm","fdp","RaPIPOm_fdp","B",173559.059555
2005,"eastside","OBM","RaPIPOm","fdp","RaPIPOm_fdp","C",136900.802125
2005,"eastside","OBM","RaPIPOm","fdp","RaPIPOm_fdp","D",10984.53384
2005,"eastside","OBM","RaPIPOm","fdp","RaPIPOm_fdp","E",59645.89421
